Max Amplitude,RMS,Dominant Frequency,Mean,Variance,Skewness,Kurtosis,Label
0.7871624680935945,0.31296168081206466,972.3795399382747,0.03531537142873209,0.5429458909493272,0.18396781021320444,3.3690624526527695,1
0.6781352099342449,0.24994815386023866,982.5509813791543,0.0684773947996518,0.4961401237246691,0.10391907445975318,4.300233548755418,1
0.9275112699150858,0.4346303335636128,1003.9936685044521,0.07013469161757051,0.4489950466496269,0.35086022739428435,4.913630208676789,1
0.8982274485531245,0.7116746473606604,995.0568005429585,-0.08675661765464626,0.2724460138333276,0.16549198533344617,3.185790278972079,0
0.8777749815295754,0.7058159567626865,1004.7683477379957,0.0708945429211015,0.2513852106311169,0.1690995034948941,2.6393717006276027,0
0.9534585350128074,0.7993411711101895,998.0757997823692,0.07839149291972178,0.20572619060341976,0.19938108042981223,3.0426536531947783,0
0.9393835435375699,0.6205740395842769,996.3937815009632,0.010803886733569398,0.21990480067028736,0.10147368154213941,3.3864962140162254,0
0.6380268607441797,0.5832177541789494,1037.3628939293053,0.01712143758783923,0.4131080574206188,0.4624513298203541,4.028604078915238,1
0.6589562185656354,0.4012773379633478,951.0918857244824,0.02009272909076735,0.5098136022176875,0.3530800487455139,3.6112966559852753,1
0.7579073942916328,0.22832578030579362,977.0875349338504,0.006461094180610394,0.5716141432735191,0.39502762758563714,3.462556266363741,1
0.9968558935346301,0.7172827761328247,1000.8189361558624,-0.06426291068743546,0.23692516772064337,0.11957195994915096,3.1127475869830437,0
0.8019002440074462,0.6995597272248094,999.418949482227,0.06877325469935966,0.22105614697758613,0.17798790611443083,3.017445940452753,0
0.6943660387069686,0.3050098811400105,1025.7527902729735,0.006657168950195047,0.4400304287282697,0.28392350911441233,3.391488676871263,1
0.6376956634300521,0.3725807407918153,1044.390320945439,0.050777777845593765,0.5849582151408966,0.36200827979324457,3.4621831348321095,1
0.9042908157357963,0.6600184538370836,1004.8232442605583,0.07761010831576551,0.20147717103815396,0.03841382476557201,3.18384329459778,0
0.885114822874751,0.21462281594609034,986.8720893662527,0.0435875004376489,0.5556576582819892,0.15870946097384017,3.1122908173473096,1
0.9768970299301155,0.4430509368490687,951.3295816596531,0.08196737653298079,0.5379794762690502,0.34485632870811045,4.601397382407134,1
0.7445525397516045,0.5736433188624419,960.2514878996109,0.014120356434077464,0.5924655495351357,0.3162286265195833,3.092962420600361,1
0.8435340110907563,0.7470810640393128,1001.3401775850876,-0.07929729173975873,0.22531785605676286,0.053283698244219635,2.5398170566822427,0
0.8385972311445573,0.7360029696006304,997.355321336468,0.05667821254637878,0.24299176788212223,0.1236482143618153,2.8109001060025336,0
0.8186929588645301,0.7228722111275189,1002.7694968116293,0.035746614340483845,0.28919310492412553,0.13232969273126935,2.856264683604728,0
0.7152897761016707,0.5949516721564918,1017.9584105586955,0.030860134834514552,0.4408890501011659,0.12330813408558608,4.785415969395378,1
0.8951510672026599,0.7880572358813283,998.0400628379857,0.038305057113527996,0.23576878998475334,0.18090553061207626,2.5618414624420414,0
0.6039304894885931,0.4821967116022104,956.5232011570638,0.08974454310560934,0.41842653732163543,0.2057766155464445,3.1850895910609873,1
0.7679025464248341,0.22201357529737692,1016.0191442808114,0.04852077190647311,0.46128119865509576,0.2820747140076748,3.9026089460187454,1
0.8500781659372134,0.741715574762072,995.8497196313814,0.02418201103321202,0.23022445733664265,0.04410000009869308,2.7320175548834,0
0.6399391402932324,0.5972314472153541,997.7365668126447,0.07983638598404205,0.47764471933625174,0.2632545751576797,4.05527457896533,1
0.7446828513311516,0.34749824917277444,989.8091918849937,0.0532956541623858,0.4616799219955426,0.15734201606814688,4.169617928105696,1
0.8703368968889821,0.7302190170790555,1001.2886627224076,-0.016227202409039992,0.20269822571190563,0.1210320137282192,3.345518574483331,0
0.8965115388728908,0.4937866985821501,1019.3031548510264,0.005601295262783379,0.5533948984613952,0.24495860100942718,3.983577320808811,1
0.707120533747063,0.4857643886311805,980.2050050329807,0.0270069081686283,0.4244726983250387,0.15903953778437532,3.758806677143528,1
0.9004284413777871,0.6991235394898466,996.502652719504,0.06650725966221946,0.2453510182628874,0.12662480043511165,2.5038683435997555,0
0.8923019054843795,0.6157205187559891,1003.1857881873412,0.07195697500584974,0.28707012529972853,0.044720110367727474,2.844999540227854,0
0.8740301826543186,0.6618147135895915,997.4770183838842,-0.017062784433776818,0.26238573228891027,0.05369409991263137,3.3617276082662424,0
0.7381514331920984,0.29899376730226995,952.9138378794256,0.049246184229938775,0.5899478813151131,0.3933837658229672,3.1748234398543165,1
0.8871694628266409,0.7315624733578494,996.6688982145383,0.024405172006786227,0.27722473884720517,0.05516137993003063,2.7489948208092416,0
0.9890178893852337,0.6855667563491871,997.6982161876532,-0.06056669131814399,0.24100174867611698,0.10360460928068467,2.77608625825415,0
0.9196081460345548,0.6574636995549071,999.1618853167506,-0.039349027288022746,0.25263684879973786,0.09478697529133567,3.4189799074438705,0
0.7309440760816278,0.41608826183790004,956.8155566818665,0.014887998438901241,0.5085322813549367,0.11660453661120784,4.945118940237913,1
0.8371771090340274,0.37694614911757685,959.9975439943819,0.08656400699905929,0.4941523341558248,0.15667411050436333,4.0688418552665855,1
0.8987570680934327,0.3246282313754082,955.1276486328095,0.09462064718760842,0.41253926804064456,0.263709177379454,3.292345362290284,1
0.9058180298914225,0.5864085209210489,1016.2477159030626,0.039438108789187125,0.4223090411827026,0.18643990828325513,4.340684250384385,1
0.829119447065869,0.3057295323674007,1022.4057881128605,0.04952718765931649,0.5993690777422451,0.3519783297479445,4.0269281384603755,1
0.7724093458148671,0.5032174743761588,974.5809862864376,0.032198693476437557,0.46485440137924694,0.29618522272867864,3.3868648246237525,1
0.9806659000474176,0.24368466345819387,1038.8154961166301,0.04716498742825579,0.5475022554612847,0.21600746770137405,3.2617631972300063,1
0.7310867596803989,0.4086350369423455,1044.2542250224267,0.08629029373653141,0.4933900568259554,0.2692061078029856,3.5470983692457354,1
0.6428231411908814,0.2986769088985516,1049.039355615113,0.057685457691244425,0.46359438007644277,0.4272367207621143,4.48219267242378,1
0.8873063211796254,0.7982347904153544,996.825771861783,-0.06762386441678833,0.22484064685847147,0.06854882416249575,3.040459173752324,0
0.8415944888576922,0.622805748703042,996.0612604425937,-0.028119363080099283,0.20173058518041495,0.07665993091059758,3.4084758164038247,0
0.7119039077881918,0.515606479598874,1036.8516412371505,0.06539563448663066,0.5743984645177043,0.3560369077992097,4.560083548075132,1
0.6631473598410441,0.30403607048518355,975.4672685606051,0.05827269867362224,0.5474396499912493,0.4811389713189541,3.728483409955783,1
0.9088374847695115,0.6910287984052795,995.9033514687394,-0.0031615311648321154,0.2747071000540442,0.10366786207714469,2.60203026578604,0
0.9657123441629473,0.7545584284096576,998.2999830291664,-0.07760170294399321,0.21767910522100611,0.04859209151581796,2.750508048413551,0
0.6844461389621068,0.4497039361060956,985.8734668081213,0.027919091839267288,0.5214470144698822,0.10040207891901845,3.299476483934823,1
0.9826821909506422,0.6840653112200997,996.5736999728222,0.03214988838525085,0.23108664223141562,0.18217529155917722,2.51754316711285,0
0.9599613512504173,0.3449406651612629,965.837344116578,0.06974098262269032,0.4492444036466345,0.3709216558194611,4.552802857248372,1
0.8891464442408035,0.6093645027191958,997.0293236911259,0.0049258596132153165,0.2554572995130177,0.076175130354532,2.834221973105895,0
0.9204208179798867,0.5811115619598839,969.3400275803637,0.09968826079944842,0.44898060702259135,0.14219153402468243,4.3186782141123,1
