time,amplitude
0.0,0.08405069502833873
2e-07,0.005737250527972254
4e-07,0.05897402340720338
6e-07,0.028154409334438326
8e-07,-0.04631749893298913
1e-06,-0.07771288703475374
1.2e-06,-0.07747880073428848
1.4e-06,0.053840998497072946
1.6e-06,-0.01893910721975712
1.8e-06,-0.03199640827565085
2e-06,0.01824030435748072
2.2e-06,-0.04730101654134982
2.4e-06,-0.005667815289113569
2.5999999999999997e-06,-0.01813958156424343
2.8e-06,0.04884606513664555
3e-06,0.076456343526581
3.2e-06,0.03529153570293278
3.3999999999999996e-06,0.013256020209260281
3.6e-06,-0.03585436233661935
3.8e-06,-0.11050251327923677
4e-06,0.0364005011162892
4.2e-06,0.031192746847499838
4.4e-06,0.054569023712245236
4.6e-06,0.04214156596389687
4.8e-06,0.039097671368947415
4.9999999999999996e-06,-0.017174768945030654
5.199999999999999e-06,0.004932122294775861
5.4e-06,0.010309855271022924
5.6e-06,0.021749315735616524
5.7999999999999995e-06,0.0305411701844575
6e-06,0.06253645697451328
6.2e-06,-0.019943491776296767
6.4e-06,0.020820347303144346
6.5999999999999995e-06,0.020960687466116328
6.799999999999999e-06,-0.038401780945462136
7e-06,-0.0408841720542943
7.2e-06,-0.0913269424279176
7.3999999999999995e-06,0.07587966386440942
7.6e-06,-0.00784318620224405
7.8e-06,0.0024346524736096973
8e-06,0.06918669824525135
8.2e-06,-0.06126054013371336
8.4e-06,8.266204805913415e-05
8.599999999999999e-06,-0.033042127745499784
8.8e-06,0.023514996280933353
9e-06,-0.04027766354310913
9.2e-06,0.053925316852898975
9.4e-06,0.053212285568690676
9.6e-06,0.035947857510210394
9.8e-06,-0.07419628092528106
9.999999999999999e-06,0.024453673431398038
1.0199999999999999e-05,0.010357075116993564
1.0399999999999999e-05,0.05038498736277012
1.06e-05,-0.03469278089434845
1.08e-05,0.04347336502641119
1.1e-05,-0.021219018786021917
1.12e-05,0.048083352895711584
1.14e-05,0.013066554578556992
1.1599999999999999e-05,-0.014203846885189992
1.1799999999999999e-05,-0.031989253871705085
1.2e-05,-0.047032994822678136
1.22e-05,-0.015755573109391425
1.24e-05,0.010470254613377899
1.26e-05,0.07492865189525541
1.28e-05,-0.0030092656413749394
1.3e-05,0.013395572317232997
1.3199999999999999e-05,0.045523847919378364
1.3399999999999999e-05,-0.05951033390243424
1.3599999999999999e-05,-0.02160104280519759
1.38e-05,-0.002369010418492787
1.4e-05,-0.05665836594215388
1.42e-05,0.040304300327129595
1.44e-05,0.01917298785251982
1.4599999999999999e-05,0.05414911390808748
1.4799999999999999e-05,-0.017664397817253173
1.4999999999999999e-05,-0.006837100079368684
1.52e-05,0.009574901875584059
1.5399999999999998e-05,0.04306153308482808
1.56e-05,-0.10037977209664023
1.5799999999999998e-05,0.03954499633513832
1.6e-05,-0.02529398943037983
1.62e-05,-0.008483956966179644
1.64e-05,0.07259373799985387
1.66e-05,0.035633073043389446
1.68e-05,-0.01670312821903637
1.7e-05,-0.0027634942049107165
1.7199999999999998e-05,-0.023597825667596457
1.74e-05,-0.04035566275907909
1.76e-05,-0.019223988240204565
1.78e-05,-0.009348446515827656
1.8e-05,0.0891191982438071
1.82e-05,-0.02767286333439145
1.84e-05,-0.016869666358859156
1.8599999999999998e-05,-0.009843267430620995
1.88e-05,-0.009570125604369477
1.8999999999999998e-05,0.05952841946740755
1.92e-05,-0.012692583934157673
1.94e-05,0.0011759974151317892
1.96e-05,-0.007429535933612954
1.98e-05,0.08983410853541292
1.9999999999999998e-05,0.04231287491987326
2.02e-05,-0.006019120450028478
2.0399999999999998e-05,-0.050992704939258074
2.06e-05,-0.014036622060575182
2.0799999999999997e-05,-0.03792482471169229
2.1e-05,-0.015268864142385234
2.12e-05,-0.040391560924808986
2.14e-05,0.003695281058317669
2.16e-05,0.009077115109313331
2.1799999999999998e-05,0.06001246344375863
2.2e-05,-0.03941957531279559
2.2199999999999998e-05,-0.028534054606316653
2.24e-05,-0.07763747140398336
2.26e-05,0.01511743996734919
2.28e-05,-0.14253665769448845
2.3e-05,-0.06602900986880682
2.3199999999999998e-05,-0.0271304999328017
2.34e-05,-0.07750199864408286
2.3599999999999998e-05,-0.07494851069722229
2.38e-05,-0.027600566736980015
2.4e-05,-0.0807354359664399
2.42e-05,0.015256319116345191
2.44e-05,0.0100622743245678
2.4599999999999998e-05,-0.026208879305356494
2.48e-05,0.04031539221172651
2.4999999999999998e-05,-0.05439927639045618
2.52e-05,-0.014607837694371817
2.5399999999999997e-05,0.008337997106568787
2.56e-05,0.01248366628109185
2.58e-05,0.018665160065415378
2.6e-05,0.07419348858784301
2.62e-05,-0.03995508689727723
2.6399999999999998e-05,0.001409680260794001
2.66e-05,0.005799073463000449
2.6799999999999998e-05,0.10579578763886047
2.7e-05,-0.07982958719088633
2.7199999999999997e-05,-0.03830855965173826
2.74e-05,0.08786630352481209
2.76e-05,0.06379356549003144
2.7799999999999998e-05,0.07424099860292444
2.8e-05,0.037203197434138746
2.8199999999999998e-05,-0.013345428247470101
2.84e-05,-0.02121151984612603
2.8599999999999997e-05,-0.03282109868317756
2.88e-05,0.02058029669175343
2.9e-05,-0.039009234047577605
2.9199999999999998e-05,0.06910991668893317
2.94e-05,0.05153527180442278
2.9599999999999998e-05,-0.043013071528590296
2.98e-05,-0.020556614861351963
2.9999999999999997e-05,-0.0051995921240497915
3.02e-05,-0.07735961976613102
3.04e-05,-0.006966293618621737
3.06e-05,0.04339446777065703
3.0799999999999996e-05,-0.0338095054526881
3.1e-05,0.08149414046496822
3.12e-05,-0.058213763884870234
3.14e-05,-0.00014155137585755289
3.1599999999999996e-05,0.00621765372718432
3.18e-05,-0.0205897697387496
3.2e-05,-0.041223441077604873
3.22e-05,-0.02167805237528347
3.24e-05,0.1449299192321395
3.26e-05,-0.07329255987471943
3.28e-05,0.030299531209222776
3.2999999999999996e-05,-0.018558280425509173
3.32e-05,0.026443957027198758
3.34e-05,-0.03192032002491383
3.36e-05,-0.08769354767754894
3.38e-05,-0.0021878412247876805
3.4e-05,0.0526916425624012
3.42e-05,0.03058484691344739
3.4399999999999996e-05,-0.05417167068523302
3.46e-05,-0.03229931298502602
3.48e-05,-0.09027727467133591
3.5e-05,0.013239719304073553
3.52e-05,0.07466070007197681
3.54e-05,-0.05857016669139852
3.56e-05,-0.027494738707742456
3.5799999999999996e-05,0.037469961714696444
3.6e-05,-0.03448512240388502
3.62e-05,-0.004507722913396685
3.64e-05,-0.032893069176356995
3.6599999999999995e-05,-0.02624813452639568
3.68e-05,0.0014436894100370125
3.7e-05,-0.002049464147622038
3.7199999999999996e-05,-0.004931657794083617
3.74e-05,-0.047590508895839545
3.76e-05,-0.037423726446852705
3.78e-05,-0.04905195415667806
3.7999999999999995e-05,0.07754092662873376
3.82e-05,0.03612016264639936
3.84e-05,-0.026235503822830526
3.8599999999999996e-05,0.014651678419317974
3.88e-05,0.028900228327070787
3.9e-05,-0.018379265492967378
3.92e-05,0.018379561572144217
3.9399999999999995e-05,-0.04824275193215118
3.96e-05,0.06199071571048856
3.98e-05,0.05574954887343058
3.9999999999999996e-05,0.00646393805024627
4.02e-05,0.013527391980824083
4.04e-05,0.08844654262135995
4.06e-05,-0.06772607267485879
4.0799999999999996e-05,-0.017290200572554273
4.1e-05,0.023128400810658936
4.12e-05,-0.061056086702800244
4.14e-05,0.07676156060344493
4.1599999999999995e-05,-0.03411823625240006
4.18e-05,-0.050690053227459154
4.2e-05,0.03326095802905687
4.2199999999999996e-05,-0.057907993386110225
4.24e-05,-0.07113437158408885
4.26e-05,-0.04594097967965488
4.28e-05,-0.006072589972473808
4.2999999999999995e-05,-0.010058646575130545
4.32e-05,0.06566305949659482
4.34e-05,0.048291436306054356
4.3599999999999996e-05,-0.021650595801245037
4.38e-05,-0.01794148324989245
